年月日,時間,気圧（現地）,気圧（海面）,降水量,気温,露点温度,蒸気圧,湿度,風速,風向,日照時間,全天日射量,降雪,積雪
2018-06-02,3,1012.6,1015.8,0,17.6,15.4,17.5,87.0,1.3,0,0,0,0,0
2018-06-02,4,1012.9,1016.2,0,16.1,15.5,17.6,96.0,1.4,0,0,0.0,0,0
2018-06-02,5,1013.2,1016.5,0,16.3,15.7,17.8,96.0,1.6,0,0.0,0.04,0,0
2018-06-02,6,1013.7,1016.9,0,18.6,16.4,18.6,87.0,0.8,0,0.6,0.43,0,0
2018-06-02,7,1013.8,1017.0,0,19.5,14.3,16.3,72.0,0.6,0,0.3,0.74,0,0
2018-06-02,8,1013.7,1016.9,0,20.3,14.0,16.0,67.0,1.1,0,0.3,1.16,0,0
2018-06-02,9,1013.7,1016.9,0,22.0,13.9,15.9,60.0,1.1,0,1.0,2.52,0,0
2018-06-02,10,1013.5,1016.7,0,22.3,14.7,16.7,62.0,1.2,0,0.4,1.83,0,0
2018-06-02,11,1013.2,1016.4,0,23.6,14.6,16.6,57.0,0.9,0,0.5,2.24,0,0
2018-06-02,12,1012.7,1015.9,0,23.6,14.6,16.6,57.0,1.4,0,0.4,2.11,0,0
2018-06-02,13,1012.2,1015.3,0,25.7,15.7,17.8,54.0,2.4,0,0.9,3.36,0,0
2018-06-02,14,1011.7,1014.8,0,25.8,14.3,16.3,49.0,2.4,0,1.0,3.15,0,0
2018-06-02,15,1011.4,1014.5,0,24.9,15.8,18.0,57.0,2.7,0,0.6,1.95,0,0
2018-06-02,16,1011.0,1014.1,0,25.4,16.0,18.2,56.0,3.5,0,0.9,1.91,0,0
2018-06-02,17,1011.0,1014.2,0,24.4,15.6,17.7,58.0,3.6,0,0.8,1.02,0,0
2018-06-02,18,1011.5,1014.7,0,23.2,16.0,18.2,64.0,2.9,0,1.0,0.6,0,0
2018-06-02,19,1012.3,1015.5,0,21.7,16.0,18.2,70.0,3.0,0,0.4,0.1,0,0
2018-06-02,20,1012.7,1015.9,0,20.7,15.5,17.6,72.0,3.1,0,0,0.0,0,0
2018-06-02,21,1013.6,1016.8,0,19.6,15.1,17.1,75.0,2.1,0,0,0,0,0
2018-06-02,22,1013.9,1017.1,0,18.0,15.8,18.0,87.0,2.0,0,0,0,0,0
2018-06-02,23,1014.0,1017.3,0,16.8,16.0,18.2,95.0,1.5,0,0,0,0,0
2018-06-02,24,1013.8,1017.1,0,16.1,15.8,17.9,98.0,1.6,0,0,0,0,0
2018-06-03,1,1013.9,1017.2,0,15.9,15.9,18.1,100.0,1.0,0,0,0,0,0
2018-06-03,2,1013.9,1017.2,0,15.4,15.4,17.5,100.0,0.9,0,0,0,0,0
2018-06-03,3,1013.7,1017.0,0,14.9,14.9,16.9,100.0,0.7,0,0,0,0,0
2018-06-03,4,1014.0,1017.3,0,14.6,14.6,16.6,100.0,1.0,0,0,0.0,0,0
2018-06-03,5,1014.3,1017.6,0,14.8,14.8,16.8,100.0,0.6,0,0.2,0.05,0,0
2018-06-03,6,1014.4,1017.6,0,17.4,17.4,19.9,100.0,0.6,0,1.0,0.48,0,0
2018-06-03,7,1014.7,1017.9,0,20.6,17.0,19.4,80.0,0.9,0,1.0,1.19,0,0
2018-06-03,8,1014.4,1017.6,0,22.6,17.7,20.3,74.0,1.0,0,1.0,1.92,0,0
2018-06-03,9,1014.2,1017.4,0,24.1,17.4,19.8,66.0,1.3,0,1.0,2.58,0,0
2018-06-03,10,1013.9,1017.1,0,24.9,15.3,17.3,55.0,1.7,0,1.0,3.1,0,0
2018-06-03,11,1013.6,1016.7,0,26.3,15.4,17.5,51.0,1.4,0,1.0,3.41,0,0
2018-06-03,12,1013.2,1016.3,0,26.2,14.0,16.0,47.0,2.1,0,0.8,3.12,0,0
2018-06-03,13,1012.7,1015.8,0,26.2,14.3,16.3,48.0,2.5,0,0.4,1.78,0,0
2018-06-03,14,1012.5,1015.6,0,27.7,12.1,14.1,38.0,3.4,0,1.0,3.19,0,0
2018-06-03,15,1012.1,1015.2,0,27.4,16.1,18.3,50.0,3.4,0,1.0,2.78,0,0
2018-06-03,16,1012.3,1015.4,0,26.7,15.7,17.9,51.0,3.8,0,0.9,1.95,0,0
2018-06-03,17,1012.4,1015.5,0,25.4,15.4,17.5,54.0,4.6,0,0.9,1.26,0,0
2018-06-03,18,1013.0,1016.2,0,23.7,15.2,17.3,59.0,4.0,0,1.0,0.67,0,0
2018-06-03,19,1013.5,1016.7,0,22.1,14.7,16.8,63.0,3.1,0,0.5,0.12,0,0
2018-06-03,20,1013.9,1017.1,0,21.0,15.6,17.7,71.0,2.3,0,0,0.0,0,0
2018-06-03,21,1014.7,1017.9,0,18.2,15.8,18.0,86.0,1.5,0,0,0,0,0
2018-06-03,22,1014.9,1018.2,0,17.3,15.8,18.0,91.0,0.8,0,0,0,0,0
2018-06-03,23,1014.8,1018.1,0,16.3,15.7,17.8,96.0,1.1,0,0,0,0,0
2018-06-03,24,1014.1,1017.4,0,16.5,16.0,18.2,97.0,1.3,0,0,0,0,0
2018-06-04,1,1014.0,1017.3,0,16.1,15.8,17.9,98.0,1.0,0,0,0,0,0
2018-06-04,2,1013.6,1016.9,0,16.0,15.9,18.0,99.0,1.1,0,0,0,0,0
2018-06-04,3,1013.5,1016.8,0,15.7,15.6,17.7,99.0,1.7,0,0,0,0,0
2018-06-04,4,1013.2,1016.5,0,15.4,15.3,17.3,99.0,1.4,0,0,0.0,0,0
2018-06-04,5,1013.4,1016.7,0,15.6,15.6,17.7,100.0,1.5,0,0.1,0.03,0,0
2018-06-04,6,1013.8,1017.0,0,18.9,16.2,18.3,84.0,2.0,0,0.7,0.47,0,0
2018-06-04,7,1014.0,1017.2,0,20.9,16.7,19.0,77.0,1.3,0,1.0,1.16,0,0
2018-06-04,8,1014.0,1017.2,0,22.1,16.8,19.2,72.0,1.4,0,0.9,1.59,0,0
2018-06-04,9,1013.7,1016.9,0,24.0,14.7,16.7,56.0,1.8,0,1.0,2.61,0,0
2018-06-04,10,1013.3,1016.4,0,25.3,10.8,12.9,40.0,1.9,0,1.0,3.15,0,0
2018-06-04,11,1013.0,1016.1,0,25.5,12.0,14.0,43.0,2.2,0,1.0,3.52,0,0
2018-06-04,12,1012.8,1015.9,0,26.4,13.5,15.5,45.0,2.0,0,1.0,3.62,0,0
2018-06-04,13,1012.4,1015.5,0,26.6,14.4,16.4,47.0,2.7,0,1.0,3.54,0,0
2018-06-04,14,1012.0,1015.1,0,26.8,12.8,14.8,42.0,3.4,0,1.0,3.23,0,0
2018-06-04,15,1011.5,1014.6,0,26.5,11.8,13.9,40.0,2.8,0,1.0,2.75,0,0
2018-06-04,16,1011.0,1014.1,0,25.8,11.6,13.6,41.0,3.1,0,1.0,2.15,0,0
2018-06-04,17,1011.1,1014.2,0,25.0,11.2,13.3,42.0,2.8,0,1.0,1.45,0,0
2018-06-04,18,1011.6,1014.8,0,23.8,11.2,13.3,45.0,3.0,0,1.0,0.72,0,0
2018-06-04,19,1012.0,1015.2,0,22.3,15.2,17.2,64.0,2.6,0,0.4,0.12,0,0
2018-06-04,20,1012.6,1015.8,0,21.1,17.5,20.0,80.0,2.4,0,0,0.0,0,0
2018-06-04,21,1013.1,1016.3,0,20.2,17.8,20.4,86.0,1.8,0,0,0,0,0
2018-06-04,22,1013.2,1016.4,0,19.8,17.9,20.6,89.0,2.2,0,0,0,0,0
2018-06-04,23,1013.1,1016.3,0,18.8,17.8,20.4,94.0,1.8,0,0,0,0,0
2018-06-04,24,1012.8,1016.0,0,18.4,17.8,20.3,96.0,1.6,0,0,0,0,0
2018-06-05,1,1012.6,1015.8,0,18.3,17.5,20.0,95.0,2.1,0,0,0,0,0
2018-06-05,2,1012.3,1015.5,0,18.2,17.4,19.9,95.0,2.3,0,0,0,0,0
2018-06-05,3,1012.4,1015.6,0,17.9,17.1,19.5,95.0,1.3,0,0,0,0,0
2018-06-05,4,1012.5,1015.7,0,17.9,17.1,19.5,95.0,1.8,0,0,0.0,0,0
2018-06-05,5,1012.7,1015.9,0,18.3,17.2,19.6,93.0,1.6,0,0.0,0.04,0,0
2018-06-05,6,1012.7,1015.9,0,19.3,17.3,19.7,88.0,1.2,0,0.3,0.46,0,0
2018-06-05,7,1013.3,1016.5,0,20.3,16.8,19.1,80.0,0.7,0,0.2,0.73,0,0
2018-06-05,8,1013.3,1016.5,0,21.4,16.8,19.1,75.0,1.2,0,0.1,1.14,0,0
2018-06-05,9,1013.2,1016.4,0,22.3,16.1,18.3,68.0,1.8,0,0.5,2.0,0,0
2018-06-05,10,1012.9,1016.1,0,24.7,16.9,19.3,62.0,2.3,0,1.0,3.22,0,0
2018-06-05,11,1012.5,1015.6,0,25.2,15.5,17.6,55.0,1.8,0,1.0,3.37,0,0
2018-06-05,12,1012.1,1015.2,0,26.3,16.0,18.1,53.0,1.2,0,0.8,2.88,0,0
2018-06-05,13,1011.4,1014.5,0,26.5,16.5,18.7,54.0,1.4,0,1.0,3.27,0,0
2018-06-05,14,1010.6,1013.7,0,26.6,16.8,19.2,55.0,2.9,0,0.8,2.58,0,0
2018-06-05,15,1010.1,1013.2,0,25.5,17.4,19.9,61.0,2.7,0,0.6,1.99,0,0
2018-06-05,16,1010.1,1013.2,0,24.8,19.0,21.9,70.0,2.9,0,0.4,1.4,0,0
2018-06-05,17,1010.5,1013.7,0,23.9,18.8,21.7,73.0,2.4,0,0.1,0.73,0,0
2018-06-05,18,1011.3,1014.5,0,23.4,19.6,22.7,79.0,1.7,0,0.0,0.23,0,0
2018-06-05,19,1011.5,1014.7,0,23.2,20.0,23.3,82.0,2.2,0,0.0,0.06,0,0
2018-06-05,20,1011.2,1014.4,0,22.8,19.2,22.2,80.0,2.8,0,0,0.0,0,0
2018-06-05,21,1011.3,1014.5,0,22.1,19.1,22.1,83.0,1.7,0,0,0,0,0
2018-06-05,22,1010.9,1014.1,0,21.5,19.4,22.6,88.0,1.8,0,0,0,0,0
2018-06-05,23,1010.5,1013.7,0,21.3,19.8,23.1,91.0,1.5,0,0,0,0,0
2018-06-05,24,1009.8,1013.0,0,20.6,19.8,23.1,95.0,1.4,0,0,0,0,0
2018-06-06,1,1009.6,1012.8,0.0,21.1,20.3,23.8,95.0,1.3,0,0,0,0,0
2018-06-06,2,1009.7,1012.9,0.0,20.3,20.0,23.3,98.0,1.3,0,0,0,0,0
2018-06-06,3,1010.2,1013.4,0,20.7,19.9,23.2,95.0,1.4,0,0,0,0,0
2018-06-06,4,1010.5,1013.7,0.0,19.9,19.8,23.0,99.0,0.9,0,0,0.0,0,0
2018-06-06,5,1010.7,1013.9,0.0,20.0,20.0,23.4,100.0,0.8,0,0.0,0.01,0,0
2018-06-06,6,1010.8,1014.0,0.0,21.2,20.5,24.2,96.0,1.7,0,0.0,0.16,0,0
2018-06-06,7,1011.3,1014.5,0.0,21.7,19.6,22.8,88.0,1.8,0,0.0,0.41,0,0
2018-06-06,8,1010.9,1014.1,0.0,22.1,18.9,21.8,82.0,0.9,0,0.0,0.6,0,0
2018-06-06,9,1010.6,1013.8,0.0,22.3,17.7,20.2,75.0,1.8,0,0.0,0.81,0,0
2018-06-06,10,1010.9,1014.1,0.0,22.6,18.0,20.6,75.0,1.9,0,0.0,0.91,0,0
2018-06-06,11,1010.4,1013.6,0.0,22.2,19.0,22.0,82.0,2.2,0,0.0,0.83,0,0
2018-06-06,12,1009.6,1012.8,0.5,22.5,18.9,21.8,80.0,1.4,0,0.0,1.19,0,0
2018-06-06,13,1009.7,1012.9,0.0,21.7,19.5,22.6,87.0,1.5,0,0.0,0.67,0,0
2018-06-06,14,1009.4,1012.6,1.0,20.9,19.7,23.0,93.0,1.4,0,0.0,0.46,0,0
2018-06-06,15,1009.2,1012.4,1.5,20.1,18.6,21.4,91.0,1.1,0,0.0,0.42,0,0
2018-06-06,16,1008.8,1012.0,1.5,20.0,18.8,21.7,93.0,1.3,0,0.0,0.34,0,0
2018-06-06,17,1009.0,1012.2,1.0,18.8,18.5,21.3,98.0,1.5,0,0.0,0.16,0,0
2018-06-06,18,1009.5,1012.7,1.0,19.0,18.7,21.5,98.0,1.2,0,0.0,0.07,0,0
2018-06-06,19,1009.5,1012.7,2.0,18.6,18.3,21.0,98.0,1.4,0,0.0,0.02,0,0
2018-06-06,20,1009.5,1012.7,1.0,18.6,18.1,20.8,97.0,1.8,0,0,0.0,0,0
2018-06-06,21,1010.1,1013.3,0.5,18.5,18.2,20.9,98.0,1.5,0,0,0,0,0
2018-06-06,22,1009.9,1013.1,0.0,18.8,18.3,21.1,97.0,1.4,0,0,0,0,0
2018-06-06,23,1010.1,1013.3,0.0,18.5,18.2,20.9,98.0,2.1,0,0,0,0,0
2018-06-06,24,1010.0,1013.2,0.5,18.1,17.6,20.1,97.0,1.6,0,0,0,0,0
2018-06-07,1,1009.6,1012.8,1.5,17.7,17.7,20.3,100.0,0.7,0,0,0,0,0
2018-06-07,2,1009.9,1013.1,1.0,17.8,17.7,20.2,99.0,1.1,0,0,0,0,0
2018-06-07,3,1009.9,1013.1,0.5,17.6,17.6,20.1,100.0,0.9,0,0,0,0,0
2018-06-07,4,1010.3,1013.5,0.0,17.9,17.9,20.5,100.0,1.1,0,0,0.0,0,0
2018-06-07,5,1010.9,1014.1,0.0,18.2,18.2,20.9,100.0,1.1,0,0.0,0.01,0,0
2018-06-07,6,1010.8,1014.0,0.0,18.8,18.8,21.7,100.0,1.0,0,0.0,0.14,0,0
2018-06-07,7,1011.0,1014.2,0,19.3,19.1,22.2,99.0,1.2,0,0.0,0.4,0,0
2018-06-07,8,1011.2,1014.4,0,19.9,19.3,22.3,96.0,1.3,0,0.0,0.6,0,0
2018-06-07,9,1011.1,1014.3,0,21.7,19.5,22.6,87.0,1.7,0,0.5,1.47,0,0
2018-06-07,10,1010.9,1014.1,0,23.2,19.4,22.5,79.0,1.9,0,1.0,2.75,0,0
2018-06-07,11,1010.2,1013.3,0,24.8,18.5,21.3,68.0,1.6,0,0.8,2.88,0,0
2018-06-07,12,1009.8,1012.9,0,26.1,19.3,22.3,66.0,1.6,0,1.0,3.55,0,0
2018-06-07,13,1009.0,1012.1,0,26.9,18.2,20.9,59.0,3.0,0,1.0,3.41,0,0
2018-06-07,14,1008.6,1011.7,0,27.6,18.3,21.1,57.0,2.6,0,1.0,3.12,0,0
2018-06-07,15,1008.5,1011.6,0,27.8,17.4,19.8,53.0,2.0,0,1.0,2.65,0,0
2018-06-07,16,1008.1,1011.2,0,27.6,17.8,20.3,55.0,3.5,0,1.0,2.02,0,0
2018-06-07,17,1008.2,1011.3,0,27.1,18.9,21.9,61.0,4.0,0,1.0,1.32,0,0
2018-06-07,18,1009.2,1012.3,0,25.6,18.3,21.0,64.0,3.7,0,1.0,0.64,0,0
2018-06-07,19,1009.6,1012.7,0,24.3,18.7,21.6,71.0,3.0,0,0.2,0.12,0,0
2018-06-07,20,1010.0,1013.2,0,22.8,18.4,21.1,76.0,2.6,0,0,0.0,0,0
2018-06-07,21,1010.1,1013.3,0,22.2,18.2,20.9,78.0,2.5,0,0,0,0,0
2018-06-07,22,1010.2,1013.4,0,21.3,18.1,20.8,82.0,1.9,0,0,0,0,0
2018-06-07,23,1009.8,1013.0,0,18.7,18.1,20.7,96.0,1.1,0,0,0,0,0
2018-06-07,24,1009.2,1012.4,0,18.3,18.0,20.6,98.0,1.6,0,0,0,0,0
2018-06-08,1,1008.5,1011.7,0,19.2,18.4,21.1,95.0,2.0,0,0,0,0,0
2018-06-08,2,1008.4,1011.6,0,19.5,18.9,21.8,96.0,2.3,0,0,0,0,0
2018-06-08,3,1007.8,1011.0,0,18.8,18.5,21.3,98.0,1.6,0,0,0,0,0
2018-06-08,4,1008.2,1011.4,0,18.3,18.3,21.0,100.0,1.2,0,0,0.0,0,0
2018-06-08,5,1008.6,1011.8,0,18.1,18.1,20.8,100.0,1.1,0,0.0,0.03,0,0
2018-06-08,6,1008.4,1011.6,0,20.4,19.8,23.0,96.0,1.3,0,0.7,0.39,0,0
2018-06-08,7,1008.5,1011.7,0,22.0,19.9,23.3,88.0,2.6,0,0.9,1.0,0,0
2018-06-08,8,1008.1,1011.2,0,23.9,20.5,24.0,81.0,3.0,0,0.8,1.74,0,0
2018-06-08,9,1007.8,1010.9,0,24.7,20.0,23.3,75.0,3.1,0,0.5,1.58,0,0
2018-06-08,10,1007.0,1010.1,0,25.8,19.2,22.3,67.0,4.8,0,0.6,2.14,0,0
2018-06-08,11,1006.1,1009.2,0,26.8,18.1,20.8,59.0,5.3,0,0.9,3.39,0,0
2018-06-08,12,1005.1,1008.2,0,27.2,19.0,22.0,61.0,5.3,0,1.0,3.53,0,0
2018-06-08,13,1003.6,1006.7,0,27.8,19.9,23.2,62.0,4.5,0,0.9,3.2,0,0
2018-06-08,14,1003.1,1006.2,0,27.3,20.4,24.0,66.0,4.3,0,0.7,2.35,0,0
2018-06-08,15,1002.9,1006.0,0,26.6,19.7,23.0,66.0,5.4,0,0.3,1.53,0,0
2018-06-08,16,1002.6,1005.7,0,25.5,19.6,22.9,70.0,4.3,0,0.9,1.53,0,0
2018-06-08,17,1002.1,1005.2,0,24.8,19.0,21.9,70.0,5.0,0,0.1,0.84,0,0
2018-06-08,18,1001.9,1005.0,0,24.1,19.4,22.5,75.0,4.0,0,0.0,0.39,0,0
2018-06-08,19,1002.0,1005.1,0,23.6,19.8,23.0,79.0,2.3,0,0.0,0.07,0,0
2018-06-08,20,1002.0,1005.1,0.0,23.4,19.8,23.0,80.0,2.4,0,0,0.0,0,0
2018-06-08,21,1002.0,1005.2,0.0,22.1,20.7,24.5,92.0,1.6,0,0,0,0,0
2018-06-08,22,1001.6,1004.8,0.0,22.0,21.2,25.1,95.0,2.1,0,0,0,0,0
2018-06-08,23,1001.5,1004.7,0.0,21.8,20.8,24.6,94.0,1.7,0,0,0,0,0
2018-06-08,24,1000.6,1003.8,0.0,21.2,21.0,24.9,99.0,0.8,0,0,0,0,0
2018-06-09,1,1001.2,1004.4,0.0,21.1,21.1,25.0,100.0,1.1,0,0,0,0,0
2018-06-09,2,1000.1,1003.3,0.5,21.6,21.1,25.0,97.0,0.8,0,0,0,0,0
2018-06-09,3,999.5,1002.7,0.0,20.8,20.8,24.6,100.0,1.2,0,0,0,0,0
2018-06-09,4,999.2,1002.4,0,20.3,20.3,23.8,100.0,1.4,0,0,0.0,0,0
2018-06-09,5,999.8,1003.0,0,20.7,20.7,24.4,100.0,1.4,0,0.0,0.04,0,0
2018-06-09,6,999.9,1003.0,0,22.5,22.2,26.7,98.0,1.2,0,0.6,0.42,0,0
2018-06-09,7,1000.6,1003.7,0,23.8,22.2,26.8,91.0,1.0,0,0.5,0.87,0,0
2018-06-09,8,1000.8,1003.9,0,24.4,21.1,25.1,82.0,1.0,0,0.2,1.21,0,0
2018-06-09,9,1000.7,1003.8,0,25.8,21.5,25.6,77.0,1.3,0,0.9,2.25,0,0
2018-06-09,10,1000.4,1003.5,0,27.0,21.1,25.0,70.0,1.0,0,0.8,2.45,0,0
2018-06-09,11,1000.0,1003.1,0,28.9,20.1,23.5,59.0,2.0,0,0.7,2.72,0,0
2018-06-09,12,999.8,1002.9,0,29.0,19.9,23.2,58.0,1.3,0,0.6,2.47,0,0
2018-06-09,13,999.7,1002.8,0,29.6,20.2,23.6,57.0,1.7,0,0.4,1.92,0,0
2018-06-09,14,999.5,1002.6,0,30.3,19.7,22.9,53.0,2.8,0,1.0,2.93,0,0
2018-06-09,15,999.6,1002.7,0,28.7,19.4,22.4,57.0,4.5,0,0.6,1.94,0,0
2018-06-09,16,999.8,1002.9,0,28.3,20.1,23.5,61.0,2.9,0,0.2,0.75,0,0
2018-06-09,17,1000.3,1003.4,0,27.7,20.0,23.4,63.0,2.6,0,0.6,0.98,0,0
2018-06-09,18,1001.2,1004.3,0,26.6,20.2,23.7,68.0,3.2,0,0.7,0.56,0,0
2018-06-09,19,1001.8,1004.9,0,25.4,20.2,23.7,73.0,2.6,0,0.0,0.08,0,0
2018-06-09,20,1003.0,1006.1,0,23.5,20.8,24.6,85.0,3.1,0,0,0.0,0,0
2018-06-09,21,1004.8,1008.0,0,21.3,18.7,21.5,85.0,4.7,0,0,0,0,0
2018-06-09,22,1005.1,1008.3,0,20.5,18.1,20.7,86.0,4.0,0,0,0,0,0
2018-06-09,23,1005.7,1008.9,0,20.3,17.9,20.5,86.0,2.4,0,0,0,0,0
2018-06-09,24,1005.6,1008.8,0.0,20.2,17.8,20.4,86.0,3.4,0,0,0,0,0
2018-06-10,1,1005.6,1008.8,0.0,20.1,17.9,20.5,87.0,3.1,0,0,0,0,0
2018-06-10,2,1005.9,1009.1,0,20.1,17.9,20.5,87.0,3.1,0,0,0,0,0
2018-06-10,3,1006.0,1009.2,0,20.1,17.5,20.0,85.0,3.1,0,0,0,0,0
2018-06-10,4,1006.1,1009.3,0,19.9,17.1,19.5,84.0,4.2,0,0,0.0,0,0
2018-06-10,5,1006.6,1009.8,0,19.9,16.7,19.1,82.0,3.6,0,0.0,0.01,0,0
2018-06-10,6,1007.2,1010.4,0,20.0,16.5,18.7,80.0,3.6,0,0.0,0.12,0,0
2018-06-10,7,1007.9,1011.1,0,19.9,16.6,18.8,81.0,4.1,0,0.0,0.13,0,0
2018-06-10,8,1008.5,1011.7,0,20.4,16.2,18.5,77.0,4.0,0,0.0,0.49,0,0
2018-06-10,9,1008.4,1011.6,0,20.5,16.5,18.8,78.0,3.8,0,0.0,0.76,0,0
2018-06-10,10,1008.7,1011.9,0,20.4,16.2,18.5,77.0,3.3,0,0.0,0.47,0,0
2018-06-10,11,1008.3,1011.5,0.0,20.4,16.2,18.5,77.0,4.5,0,0.0,0.54,0,0
2018-06-10,12,1007.8,1011.0,0.0,20.2,16.8,19.2,81.0,3.8,0,0.0,0.58,0,0
2018-06-10,13,1007.7,1010.9,0.0,19.1,17.8,20.3,92.0,3.2,0,0.0,0.45,0,0
2018-06-10,14,1007.7,1010.9,0.0,18.6,17.3,19.7,92.0,3.3,0,0.0,0.37,0,0
2018-06-10,15,1007.4,1010.6,0.0,18.7,17.9,20.5,95.0,2.9,0,0.0,0.33,0,0
2018-06-10,16,1006.4,1009.6,0.0,18.7,17.6,20.1,93.0,3.9,0,0.0,0.26,0,0
2018-06-10,17,1006.8,1010.0,0.0,18.5,18.0,20.7,97.0,2.4,0,0.0,0.1,0,0
2018-06-10,18,1006.2,1009.4,0.5,18.5,18.3,21.1,99.0,2.8,0,0.0,0.03,0,0
2018-06-10,19,1006.3,1009.5,0.0,19.2,18.7,21.6,97.0,1.7,0,0.0,0.0,0,0
2018-06-10,20,1006.3,1009.5,0.5,19.0,18.8,21.8,99.0,2.8,0,0,0.0,0,0
2018-06-10,21,1006.6,1009.8,2.5,19.2,19.0,22.0,99.0,1.3,0,0,0,0,0
2018-06-10,22,1005.8,1009.0,1.0,19.7,19.4,22.5,98.0,2.6,0,0,0,0,0
2018-06-10,23,1005.2,1008.4,0.5,19.1,18.9,21.9,99.0,2.4,0,0,0,0,0
2018-06-10,24,1004.3,1007.5,0.0,18.7,18.7,21.6,100.0,2.7,0,0,0,0,0
2018-06-11,1,1003.4,1006.6,2.5,18.4,18.4,21.2,100.0,3.1,0,0,0,0,0
2018-06-11,2,1002.4,1005.6,1.0,18.6,18.6,21.4,100.0,3.0,0,0,0,0,0
2018-06-11,3,1001.2,1004.4,0.5,19.2,19.2,22.3,100.0,2.4,0,0,0,0,0
2018-06-11,4,1000.6,1003.8,2.0,19.6,19.6,22.8,100.0,3.1,0,0,0.0,0,0
2018-06-11,5,1000.0,1003.2,1.5,18.9,18.9,21.8,100.0,2.9,0,0.0,0.01,0,0
2018-06-11,6,999.3,1002.5,2.5,18.2,18.0,20.7,99.0,3.8,0,0.0,0.04,0,0
2018-06-11,7,998.7,1001.9,1.5,18.4,18.2,21.0,99.0,3.5,0,0.0,0.12,0,0
2018-06-11,8,998.0,1001.2,2.0,18.5,18.3,21.1,99.0,4.1,0,0.0,0.3,0,0
2018-06-11,9,997.0,1000.2,2.0,18.9,18.6,21.4,98.0,4.4,0,0.0,0.68,0,0
2018-06-11,10,996.3,999.5,0.5,19.0,18.7,21.5,98.0,4.2,0,0.0,0.83,0,0
2018-06-11,11,995.4,998.6,1.0,19.1,18.8,21.7,98.0,3.7,0,0.0,0.78,0,0
2018-06-11,12,994.0,997.2,0.5,19.4,18.9,21.9,97.0,4.2,0,0.0,0.65,0,0
2018-06-11,13,992.5,995.7,1.0,19.5,19.2,22.2,98.0,4.1,0,0.0,0.52,0,0
2018-06-11,14,991.1,994.2,0.5,19.6,19.3,22.4,98.0,4.1,0,0.0,0.49,0,0
2018-06-11,15,989.8,992.9,0.5,19.8,19.7,22.9,99.0,4.1,0,0.0,0.33,0,0
2018-06-11,16,989.2,992.3,0.0,19.9,19.8,23.0,99.0,3.9,0,0.0,0.27,0,0
2018-06-11,17,988.7,991.8,0.0,19.9,19.4,22.5,97.0,3.6,0,0.0,0.2,0,0
2018-06-11,18,988.5,991.6,0.0,20.0,19.4,22.4,96.0,3.1,0,0.0,0.15,0,0
2018-06-11,19,989.0,992.1,0.0,19.4,19.1,22.1,98.0,2.9,0,0.0,0.04,0,0
2018-06-11,20,989.5,992.7,0.5,18.8,18.6,21.5,99.0,1.9,0,0,0.0,0,0
2018-06-11,21,990.2,993.4,0.0,18.6,17.8,20.4,95.0,2.8,0,0,0,0,0
2018-06-11,22,990.3,993.5,0,18.5,17.4,19.8,93.0,2.1,0,0,0,0,0
2018-06-11,23,990.9,994.1,0,18.4,17.1,19.5,92.0,2.7,0,0,0,0,0
2018-06-11,24,991.1,994.3,0,18.5,17.0,19.4,91.0,2.1,0,0,0,0,0
2018-06-12,1,991.2,994.4,0.0,18.2,17.1,19.4,93.0,1.6,0,0,0,0,0
2018-06-12,2,990.6,993.8,0.0,17.1,16.8,19.1,98.0,1.1,0,0,0,0,0
2018-06-12,3,991.2,994.4,0,17.6,17.6,20.1,100.0,1.2,0,0,0,0,0
2018-06-12,4,992.0,995.2,0,17.9,17.6,20.1,98.0,1.0,0,0,0.0,0,0
2018-06-12,5,992.6,995.8,0,17.9,17.9,20.5,100.0,0.2,0,0.0,0.01,0,0
2018-06-12,6,993.0,996.2,0,18.6,17.8,20.4,95.0,1.0,0,0.0,0.12,0,0
2018-06-12,7,993.0,996.2,0,19.1,18.1,20.8,94.0,1.4,0,0.0,0.31,0,0
2018-06-12,8,993.2,996.4,0,19.6,17.9,20.5,90.0,1.7,0,0.0,0.46,0,0
2018-06-12,9,993.0,996.2,0,19.5,18.2,20.9,92.0,2.0,0,0.0,0.48,0,0
2018-06-12,10,992.7,995.9,0,19.6,18.3,21.0,92.0,2.3,0,0.0,0.58,0,0
2018-06-12,11,993.0,996.2,0,19.7,18.2,20.9,91.0,2.3,0,0.0,0.52,0,0
2018-06-12,12,992.5,995.6,0.0,19.9,18.2,20.9,90.0,2.8,0,0.0,0.61,0,0
2018-06-12,13,992.2,995.3,0,20.2,18.0,20.6,87.0,2.1,0,0.0,0.68,0,0
2018-06-12,14,992.2,995.3,0,20.0,17.6,20.1,86.0,2.7,0,0.0,0.53,0,0
2018-06-12,15,992.2,995.4,0,19.6,17.4,19.8,87.0,3.4,0,0.0,0.52,0,0
2018-06-12,16,993.2,996.4,0.0,18.9,17.1,19.4,89.0,3.9,0,0.0,0.16,0,0
2018-06-12,17,992.7,995.9,0.5,18.8,17.7,20.2,93.0,3.4,0,0.0,0.28,0,0
2018-06-12,18,993.5,996.7,0.0,18.6,17.8,20.4,95.0,2.9,0,0.1,0.27,0,0
2018-06-12,19,993.8,997.0,0,18.0,17.4,19.8,96.0,2.7,0,0.0,0.07,0,0
